b1	b2	bw1	bw2	e1	e2	ew1	ew2	first1	first2	gid1	gid2	id1	id2	len1	len2	matches	s1	s2	score	seq1	seq2	tok1	tok2	uid1	uid2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
206	105	37	20	1360	1302	221	216	false	true	3997935449618325707	1620306121390813756	GVDB20200108-ara1.mARkdown.ms09	Hindawi95926405Vols-ara1.mARkdown.ms0822	1836	1792	901	واحدة وانه كما كانت قد قالت الحكماء ان الجسم الكلي قاءمة عنوا به---- العالم باسره و-------- النفس الكلية المحركة و----------------------------------العقل الكلي عنوا ---------القوة الالهية المءيدة ---------------------------------------------------------للنفس الكلية السارية في جميع الاجسام ال-حركة لها المحيطة بها المظهرة لها وبها ومنها افعالها واذا قالو-------ا الهيولي فانما عنوا به انه الجوهر الذي له طول و عرض و عمق فهو ----جسم مطلق واذا قالوا الاجسام البسيطة فانما عنوا---- الافلاك والكواكب والاركان الاربعة التي هي النار والهواء والماء والارض واذا قالوا الانفس البسيطة فانما -عن---وا قوي النفس الكلية ال-حركة المديرة لهذه الاجسام السارية----- وهذه القوي تسميها الحكماء في كتبها ورساءلها بالملاءكة الروحانيين واذا قالوا الاجسام المولدة فانما عنوا انواع الحيوان والنبات والمعا--دن واذا قالوا الانفس الحيوانية والنباتية والمعدنية فان-اعن-----وا قوي الانفس البسيطة المحركة المدبرة لهذه الاجسام المولدة السارية في------------ها ومنها افعالها وخواصها ومنافعها فاذا قالوا الاجسام الجزءية فانما عنو----ا اشخاص الحيوان-- والنبات والمعادن وغيرها من المصنوعات علي ايدي ال------------------بشر واذا قالوا الانفس-------- المتحركة فانما -عن---وا قوي النف-س الحيوانية والنباتية والمعدنية السارية في الاجسام الجزءية والمحركة المديرة لها المظهرة بها ومنها افعالها واحدة بعد واحد- من الاشخاص الموجودة تحت فلك القمر ومن هنا فقد ظهر بالبيان وبان البرهان ان العالم	واحدة واذا قلنا نحن في رساءلنا-------- الجسم الكلي فانما نعني به جسم العالم باسره واذا قلنا النفس الكلية فانما نعني بها نفس العالم باسرها واذا قلنا العقل الكلي فانما نعني به القوة الالهية المءيدة للنفس الكلية واذا قلنا الطبيعة الكلية فانما نعني بها قوة النفس الكلية السارية في جميع الاجسام المحركة---- المدبرة لها المظهرة -----بها ومنها افعالها واثارها واذا قلنا الهيولي فانما نعني ب----ه الجوهر الذي له طول و-عرض و-عمق فهو بها جسم مطلق واذا ق-لنا الاجسام البسيطة فانما نعني بها الافلاك والكواكب والاركان الاربعة التي هي النار والهواء والماء والارض واذا ق-لنا الانفس البسيطة فانما نعني بها قوي النفس الكلية المحركة المدبرة لهذه الاجسام السارية فيها وهذه القوي نسميها ---------------------------الملاءكة الروحا------------------------------------------------------------نيين في رساءلنا واذا ق-لنا الانفس الحيوانية والنباتية والمعدنية فانما نعني بها قوي ال-نفس البسيطة المحركة المدبرة لهذه الاجسام المولدة السارية فيها المظهرة بها ومنها افعال-----------------ها فاذا ق-لنا الاجسام الجزءية فانما نعني بها اشخاص الحيوانات والنبات والمعادن وغيرها من المصنوعات علي ايدي البشر وغيرهم من الحيوان واذا ق-لنا الانفس الجزءية المتحركة فانما نعني بها قوي النفوس الحيوانية والنباتية والمعدنية السارية في الاجسام الجزءية -المحركة المدبرة لها المظهرة بها ومنها افعالها واحد----ا واحدا من الاشخاص الموجودة تحت فلك القمر-------- فقد بان بهذا ان مجري -------حكم العالم	1446.5	9	822	300	299	-3693455627042547846	7008753646036277701	747	1350	66.74073791503906	107	GVDB20200108-ara1.mARkdown	Hindawi95926405Vols-ara1.mARkdown
968	664	169	125	1219	985	208	177	false	true	3997935449618325707	1620306121390813756	GVDB20200108-ara1.mARkdown.ms06	Hindawi95926405Vols-ara1.mARkdown.ms0823	1747	1708	217	الموجودات الجنسية والنوعية والشخصية عن جنس الاجناس كمثل قبيلة لها شعوب ولشعوبها بطون ولبطونها افخاذ والافخاذها فروع ولفروعها عشاءر واقارب وكمثل------------------------------------------------- شريعة واحدة فيها مفروضات كثيرة و احكام معينة ولتلك المفروضات سنن مختلفة و---------------------------------------حدود متغايرة تجمعها كلها دين واحد	الموجودات الجنسية والنوعية والشخصية مع جنس الاجناس كمثل قبيلة لها شعوب ولشعوبها بطون ولبطونها افخاذ و-لافخاذها عماءر ول---ها عشاءر واقارب ومن وجه اخر مجري حكم العالم في جميع موجوداته كمجري حكم شريعة واحدة فيها مفروضات كث--------------يرة ولتلك المفروضات سنن مختلفة ولتلك السنن احكام متباينة ولتلك الاحكام حدود متغايرة يجمعها كلها دين واحد	391.5	6	823	300	300	-6176380718473712114	4818640688804057932	182	339	64.01180267333984	29	GVDB20200108-ara1.mARkdown	Hindawi95926405Vols-ara1.mARkdown
464	799	87	150	975	1319	171	235	false	true	3997935449618325707	1620306121390813756	GVDB20200108-ara1.mARkdown.ms44	Hindawi95926405Vols-ara1.mARkdown.ms0836	1722	1669	360	علم الانسان بالباري جل اسمه وتعالي جده وذكره فباحدي طريقتين احداهما علي العموم و--اخري علي الخصوص فالتي علي العموم هي المعرفة الغريزية التي في طباع الخليقة اجمع------- وذلك ان الناس كلهم العالم منهم والجاهل--------------- والمءمن والكافر يقرون بوجود الصانع ويفز-------------------------------------------عون اليه بالرغبة والدعاء والتضرع في كل المواضع حتي الحيوانات فقد قيل انها في سنين الجدب ترفع رءوسها الي السماء تطلب الغيث--------------------------------------- واما معرفة الخصوص فهي -الوصف ب---التجريد والتنزيه--------- وهي التي في طريق البرهان ويختص بها فضلاء الناس وهم الانبياء والفضلاء- والحكماء والاخبار والاتقياء والابرار	علم الانسان بالباري عز وجل ووجدانه له --------باحدي طريقتين احداهما ع------موم والاخري خص------وص فالع---------موم هي المعرفة الغريزية التي في طباع الخليقة اجمع بهويته وذلك ان الناس كلهم العالم----- والجاهل والخير والشرير والمءمن والكافر كلهم ---------------يفزعون عند الشداءد الي الله ويستغيثون به ويتضرعون اليه-------------------------------------- حتي البهاءم ايض----------ا في سني- الجدب ترفع رءوسها الي السماء تطلب الغيث فهذا العلم منهم يدل علي معرفتهم بهويته واما معرفة الخصوص فهي بالوصف له والتجريد والتنزيه والتوحيد وهي التي بطر---ق البرهان ويختص بها فضلاء الناس وهم الانبياء والاولياء والحكماء والاخيار ----------والابرار	564.0	44	836	300	300	-3670091529264937659	2567950142462828961	298	631	57.05229949951172	44	GVDB20200108-ara1.mARkdown	Hindawi95926405Vols-ara1.mARkdown
195	206	35	36	468	481	88	88	false	true	3997935449618325707	1620306121390813756	GVDB20200108-ara1.mARkdown.ms44	Hindawi95926405Vols-ara1.mARkdown.ms0837	1722	1636	205	الباري عز وجل قد افاض علي العقل جميع الموجودات وان العقل الذي هو اول موجود ---------------اوجده الله عز وجل بكلمته هو جوهر بسیط روحاني فيه صور جميع---- الموجودات------------------------ كما يكون في نفس الصانع صور المصنوعات قبل اخراجها ووضعها في الهيولي وهو مفيض تلك الصور علي النفس------- دفعة واحدة بلا زمان طويل -------واما علم	الباري عز وجل عل--------ي ال-------------------------عقل الذي هو اول موجود جاد به الباري واوجده و------------------هو جوهر بسيط روحاني فيه---- جميع صور الموجودات غير متراكمة ولا متزاحمة كما يكون في نفس الصانع صور المصنوعات قبل اخراجها ووضعها في الهيولي وهو فاءض تلك الصور علي النفس الكلية دفعة واحدة بلا زمان كفيض الشمس نورها علي	321.0	44	837	300	300	-3670091529264937659	-593308498046661343	163	330	62.121212005615234	32	GVDB20200108-ara1.mARkdown	Hindawi95926405Vols-ara1.mARkdown
20	779	4	129	672	1721	131	303	false	true	3997935449618325707	1620306121390813756	GVDB20200108-ara1.mARkdown.ms60	Hindawi95926405Vols-ara1.mARkdown.ms0840	1551	1724	568	قبل الطولي و العرض و العمق فصار بها جسمة و علته الفاعل-ة هو الباري عز وجل و علته الصورية العقل لان الطول و العرض و العمق ا-ما هي لل-----------------------------نفس لان الهيولي من اجلها خلق----------- لكيما يفعلی به ومنه ما تعمل وتصنع ليتم الخيول وت-كمل النفس وهذا يا اخي هو الغرض الاقصي في رباط النفس --بالهيولي وام--------------------------ا الهيولي الاولي التي هي جوهر بسيط فلها------ ثلاث علل الفاعل-ة وهو الباري عز وجل والصورية وهو العقل والتهامية وهي النفس واما النفس فلها علتان -هما الباري عز -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------وجل الذي افاض ال------جود-------- والبقاء والتمام والكمال علي العقل دفعة واحدة بلا زمان وان العقل قد ا-----------------------------------------------شار اليه بقوله في كتابه علي لسان نبيه ورسوله محمد صلي الله عليه واله وما امرنا الا واحدة كلمح -البصر و--هو اقرب واليه اشار بقول-------ه ويسالونك عن الروح	قبل الطول- و-العرض وال-عمق فصار بها جسما و-علته الفاعلية هو الباري عز وجل و-علته الصورية العقل لان الطول و-العرض وال-عمق انما هي صورة عقلية وعلته التمامية هي النفس لان الهيولي من اجلها خلق وموضوع لها لكيما تفعل فيه ومنه ما يعمل ويصنع ليتم الهيولي ويكمل النفس الذي ه-------و الغرض الاقصي في رباط النفس مع الهيولي كما بينا في رسالة المبادء واما الهيولي الاولي الذي هو جوهر بسيط روحاني فله ثلاث علل الفاعلية وهو الباري عز وجل والصورية وهو العقل والتمامية وهي النفس واما النفس فلها علتان وهما الباري عز وجل والعقل فالباري علتها الفاعلة المخترعة لها والصورية هي العقل الذي يفيض عليها ما يقبل من الباري عز وجل من الفضاءل والخير والفيض واما العقل فله علة واحدة فاعلة الذي هو الباري عز وجل الذي افاض عليه الوجود والتمام والبقاء-------- والكما----------ل دفعة واحدة بلا زمان اردنا بالعلة الفاعلة انه ابدعه بلا واسطة فهذا العقل هو الذي اشار اليه بقوله في كتابه علي لسان نبي-------ه محمد صلي الله عليه وسلم وما امرنا الا واحدة كلمح بالبصر او هو اقرب واليه اشار بقوله سبحانه ويسالونك عن الروح	960.0	60	840	300	304	-1220734884374389825	-459465950856631307	457	981	57.90010070800781	78	GVDB20200108-ara1.mARkdown	Hindawi95926405Vols-ara1.mARkdown
733	781	134	142	1056	1071	196	197	false	true	3997935449618325707	1620306121390813756	GVDB20200108-ara1.mARkdown.ms67	Hindawi95926405Vols-ara1.mARkdown.ms0853	1666	1638	250	دامت هذه الحركة محفوظة في الفلك فان صورة هذه الكاءنات عنها موجودة في الهيولي ومنها جميع الحادثات في هذا العالم ومنی----------------------- وقف الفلك عن الدوران فسد النظام وبطل عالم الكون والفساد وقد قيل ان ذلك كاءن لا محالة اذا بلغت النفس الكلية اقصی غرضها لان الغرض هو غاية يسبق اليها الوهم ومن اجل ذلك--------- يفعل الفاعل فعله فاذا بلغ اليها قطع الفعل	دامت هذه الحركة محفوظة في الفلك فان صورة هذه الكاءنات عنها----------------------------- الحادثات في هذا العالم تكون موجودة في الهيولي ومتي وقف الفلك----------- فسد النظام وبطل----- الكون و------------------ذلك كاءن لا محالة اذا بلغت النفس الكلية اقصي غرضها لان الغرض هو غاية -سبق اليها الوهم ومن اجل البلوغ اليها يفعل الفاعل فعله واذا بلغ اليه- قطع الفعل	427.0	67	853	300	299	-4296222348145446815	-8556557129517806088	200	355	70.42253875732422	40	GVDB20200108-ara1.mARkdown	Hindawi95926405Vols-ara1.mARkdown
930	1178	166	212	1329	1682	238	299	false	true	3997935449618325707	1620306121390813756	GVDB20200108-ara1.mARkdown.ms21	Hindawi95926405Vols-ara1.mARkdown.ms0880	1701	1687	329	الاخ ايدك الله وايانا بروح منه ان الذين انكروا امر البعث والقيامة والحشر والنشر والمحاسبة-------------------------------------------------------------------- وما تقدم ذكره فاما انكروها و كذبوها لش------------------------ك في نفوسهم وحيرة في قلوبهم و-------------طلبهم حقيقة معرفتها و کیفیتها وابنيتها وماهيتها و كميتها قبل معرفتهم انفسهم وحقيقة جوهرها و كيفية كونها مع الجسد ولمم ربطت فيه -------ولم تفارقه--------- ومن اين كان مبداها والي اين يكون معادها بعد مفارقتها جسدها وهذه المباحث علم غامض وسر عميق لا طريق اليها	اعلم ايدك الله وايانا بروح منه ان الذين انكروا امر البعث والقيامة------- والنشر والحشر والوقوف والحساب ووضع الموازين لوزن الحسنات والسيءات والجواز علي الصراط وما شاكل هذه الامور المذكورة في كتب الانبياء عليهم السلام لشكوك في نفوسهم وحيرة في قلوبهم والعلة في ذلك طلبهم حقيقة معرفتها وكيفيته-ا وابنيتها وماهيتها و-كميتها قبل معرفتهم انفسهم وحقيقة جوهرها و-كيفية كونها مع الجسد ول-م ربطت به وقتا ما ولم تفارقه وقتا اخر ومن اين كان مبدءها والي اين يكون معادها بعد مفارقتها جسدها وهذ- المباحث علم غامض وسر لطيف ليس---- اليها	535.5	21	880	300	300	-335118254280952926	8912150680365333881	266	520	63.269229888916016	48	GVDB20200108-ara1.mARkdown	Hindawi95926405Vols-ara1.mARkdown
1	1269	0	220	455	1520	77	261	false	true	3997935449618325707	1620306121390813756	GVDB20200108-ara1.mARkdown.ms41	Hindawi95926405Vols-ara1.mARkdown.ms0927	1723	1744	184	اتي عليها---- دهر طويل قبل تعلقها بالجسم وذلك انها تحركت حركة طويلة غير متوهمة كتوهم الحركات المحسوسة الكاءنة في الزمان الفلكي و كانت في عالمها الروحاني ومحلها النوراني وفي مركزها الذي هو ا------------------لعقل الفعال تقبل منه الفيض والفضاءل والخير وتتراءي فيها الامثال العقلية الربانية تسمع كلامه و كانت معه-- ملتذة مستر مكة مسرور-------ة فلما اقامت علي تلك الحركة الفاضلة والنعمة الكاملة والبركة الشاملة ما لا يصل الي تصوره الوهم الجزءي والتخيل الحسي امتلات من تلك الفضاءل والخيرات	اتي علي النفس دهر طويل قبل تعلقها بالجسم ذي الابعاد وكانت هي------------------------------------------------------------------------- في عالمها الروحاني ومحلها النوراني و----دارها الحيوانية مقبلة علي علتها العقل الفعال تقبل منه الفيض والفضاءل والخيرات وك------------------------------------------------انت منعمة ملتذة مستريح-ة مسرورة فرحانة فلما------------------------------------------------------------------------------------------------------------ امتلات من تلك الفضاءل والخيرات	263.0	41	927	300	300	-22512436646423809	4342139410041606411	153	485	37.93814468383789	23	GVDB20200108-ara1.mARkdown	Hindawi95926405Vols-ara1.mARkdown
8	373	1	71	451	661	86	128	false	true	3997935449618325707	1620306121390813756	GVDB20200108-ara1.mARkdown.ms58	Hindawi95926405Vols-ara1.mARkdown.ms0954	1535	1561	217	وان قال قاءل ما العقل الفعال فيقال هو اول ابداع الباري سبحانه وتعالي وهو جوهر بسیط نوراني فيه صورة كل شء فان قال لم سمي عقلا فيقال لانه عقل الاشياء عن الخروج عنه كما قال سبحانه وتعالي لقد احصاهم عدهم عدا وان قال ما النفس فيقال جوهرة بسيطة روحانية حية بالذات علامة بالقوة فعالة بالطبع وهي صورة من صور العقل الفعال فان قبل الم وصفت بالحياة فيقال لانها تاتي الافعال وتحرك الجسم حركة تءدي به الي الصلاح العام-------- والنفع التام فان قيل ما الهيول-------ي فيقال	فان ق-----يل ما العقل الفعال فيقال هو اول مبد-ع ابدعه الله تع----الي وهو جوهر بسيط نوراني فيه صورة كل شء فان قيل م---------------------------------------------------------------------------------------------------ا النفس فيقال جوهرة بسيطة روحانية حية------- علام-------ة فعالة------- وهي صورة من صور العقل الفعال فان قيل ما الاراد------ة فيقال اشارة بالوهم------------------------------- الي -تكوين امر ممكن كونه وكون-- خلافه فان قيل ما العقل الانساني فيقال	296.5	58	954	300	300	-8027143755462655187	4183145540391905906	166	458	47.379913330078125	32	GVDB20200108-ara1.mARkdown	Hindawi95926405Vols-ara1.mARkdown
172	221	32	41	665	581	129	113	false	true	3997935449618325707	1620306121390813756	GVDB20200108-ara1.mARkdown.ms63	Hindawi95926405Vols-ara1.mARkdown.ms0954	1594	1561	237	فان قال قاءل لم وصف بالقدرة فيقال ل--------------------------------------------اخراجه الاشياء من العدم الي الوجود فان قال قاءل لم قيل له صانع فيقال ل--وضعه الصورة في الهي---------------------------------------ولي و------ان قال قاءل ما العقل الفعال فيقال--- اول مبدع ابداعه الباري سبحانه وتعالي وهو جوهر بسیط نوراني فيه صورة كل شء فان قال لم سمي عقلا فيقال لانه عقل الاشياء عن الخروج عنه احصاء و عدة و كما قال الله تعالي ولقد احصاهم وعدهم عدا وان قال ما النفس فيقال جوهرة بسيطة روحانية حية بالذات علامة بالقوة فعالة بالطبع وهي صورة من صور العقل الفعال فاذا قال قاءل لم وصفت بالحيا-ة فيقال	فان قيل ما ----------القدرة فيقال امكان ايجاد الفعل فان قيل ما الصنعة فيقال هو اخراج- ال-------------------------------------------------صانع من فكره ووضعه------- في الهيولي فان قيل ما المصنوع فيقال مركب من هيولي وصورة فان قيل م-----ا العقل الفعال فيقال هو اول مبدع ابد-عه الله تعا----------لي وهو جوهر بسيط نوراني فيه صورة كل شء فان قيل م----------------------------------------------------------------------------------------------------------------ا النفس فيقال جوهرة بسيطة روحانية حية------- علام-------ة فعالة------- وهي صورة من صور العقل الفعال فا-ن قيل ما----------- الارادة فيقال	321.0	63	954	300	300	-6124959728861279168	4183145540391905906	189	588	40.306121826171875	28	GVDB20200108-ara1.mARkdown	Hindawi95926405Vols-ara1.mARkdown
1177	517	209	90	1680	1223	300	223	false	true	3997935449618325707	1620306121390813756	GVDB20200108-ara1.mARkdown.ms53	Hindawi95926405Vols-ara1.mARkdown.ms1255	1680	1715	392	كان الفلك مقسومة با-ني عشر برجا كذلك---- في بنية الجسد اثني عشر تقبة مماثلة لها و-------هي العينان والاذنان والمنخران والسبيلان والثديان والفم والسرة------------------------------------------------------------------- ولما كانت الابراج---- منها ستة جنوبية وستة ش-الية كذلك قسمت ال--------ثقوب ستة في الجانب الا-من وستة في الجانب الايسر -ماءلة لها بالكمية والكيفية جميعا ولما كان في الفلك سيع- كواكب سيارة بها تجري احكام الفلك في الكا-------------------------ءنات كذلك -وجد في --جسد الانسان سبع قوی ف-----------------------------------------------عالة بها يكون--- صلاح الجسد ولما كانت هذه للكواكب ذ-ات نفوس واجساد وافعال رو-------------------------------------------------حانية في النفوس كذلك -جعل في جسد الانسان سبع قوی جسمانية	كان الفلك معمورا باثني عشر برجا كذلك وجد في بنية الجسد اثنا عشر ثقبا مماثلة لها وكما ان في النفس الفلكية في كل برج من ابراج الفلك قوي موكلة بها كذلك لنفس الانسان في كل حاسة من جسمه قوي موكلة بها تصدر عنها وترجع اليها ولما كانت الابراج ستة منها---- جنوبية وستة شمالية كذلك وجد للانسان ست ثقوب---- في الجانب الايمن وست- في الجانب الايسر مماثلة لها بالكمية والكيفية جميعا ولما كان في الفلك سبعة كواكب سيارة بها تجري احكام الفلك في الكاءنات وبها يكون نظام الموجودات كذلك يوجد في الجسد-------- سبع قوي فعالة منبثة من النفس الانسانية متصلة بالقوة الطبيعية بما يكون به صلاح الجسد ولما كانت هذه الكواكب ذوات نفوس واجسام وافعال روحانية تفعل بما يظهر من فعلها في الموجودات من الحيوان---- والنبات كذلك يوجد في جسم الانسان سبع قوي جسمانية	605.5	53	1255	300	299	4566239777682789909	-2588686880350953374	311	727	53.92021942138672	53	GVDB20200108-ara1.mARkdown	Hindawi95926405Vols-ara1.mARkdown
